Track_ID,Object_Class,Total_Fixation_Duration_Frames,Total_Fixation_Duration_Seconds
1009,traffic light,3851.0,154.04
1007,traffic light,2812.0,112.48
1009,traffic light,2565.0,102.6
1009,traffic light,1348.0,53.92
338,traffic light,1002.9999999999999,40.12
641,bus,918.0,36.72
338,traffic light,844.0,33.76
1009,traffic light,802.9999999999999,32.12
641,bus,721.0,28.84
641,bus,675.0,27.0
641,bus,673.0,26.92
641,bus,634.0,25.36
641,bus,633.0,25.32
769,traffic light,585.0,23.4
1009,traffic light,583.0,23.32
641,bus,541.0,21.64
641,bus,501.0,20.04
769,traffic light,389.0,15.56
769,traffic light,376.0,15.04
1009,traffic light,304.0,12.16
769,traffic light,283.0,11.32
769,traffic light,277.0,11.08
769,traffic light,272.0,10.88
641,bus,243.00000000000003,9.72
684,truck,169.0,6.76
604,car,163.0,6.52
384,truck,159.0,6.36
604,car,158.0,6.32
641,bus,154.0,6.16
384,bus,149.0,5.96
384,truck,149.0,5.96
291,bus,149.0,5.96
291,bus,147.0,5.88
684,truck,147.0,5.88
291,bus,143.0,5.72
291,bus,142.0,5.68
291,bus,141.0,5.64
769,traffic light,138.0,5.52
291,bus,137.0,5.48
291,bus,136.0,5.44
291,bus,134.0,5.36
291,bus,133.0,5.32
291,bus,132.0,5.28
291,bus,131.0,5.24
684,truck,130.0,5.2
291,bus,130.0,5.2
1112,traffic light,127.0,5.08
291,bus,126.0,5.04
291,bus,126.0,5.04
291,bus,126.0,5.04
1112,traffic light,125.0,5.0
291,bus,125.0,5.0
291,bus,124.0,4.96
674,traffic light,123.0,4.92
641,bus,122.0,4.88
459,truck,121.0,4.84
291,bus,121.0,4.84
291,bus,121.0,4.84
291,bus,120.0,4.8
291,bus,118.0,4.72
291,bus,118.0,4.72
291,bus,118.0,4.72
684,car,118.0,4.72
291,bus,118.0,4.72
291,bus,114.99999999999999,4.6
291,bus,113.99999999999999,4.56
291,bus,113.99999999999999,4.56
291,bus,113.99999999999999,4.56
291,bus,112.99999999999999,4.52
291,bus,112.00000000000001,4.48
291,bus,111.00000000000001,4.44
291,bus,111.00000000000001,4.44
291,bus,111.00000000000001,4.44
291,bus,111.00000000000001,4.44
1112,traffic light,110.00000000000001,4.4
684,truck,110.00000000000001,4.4
291,bus,110.00000000000001,4.4
291,bus,109.00000000000001,4.36
291,bus,109.00000000000001,4.36
291,bus,109.00000000000001,4.36
1112,traffic light,109.00000000000001,4.36
291,bus,108.0,4.32
684,car,108.0,4.32
291,bus,107.0,4.28
1112,traffic light,106.0,4.24
291,bus,106.0,4.24
291,bus,103.0,4.12
604,car,103.0,4.12
291,bus,102.0,4.08
291,bus,102.0,4.08
384,truck,102.0,4.08
498,traffic light,101.0,4.04
291,bus,101.0,4.04
604,car,100.0,4.0
291,bus,99.0,3.96
1112,traffic light,98.0,3.92
1112,traffic light,98.0,3.92
291,bus,97.0,3.88
291,bus,96.0,3.84
570,car,96.0,3.84
1112,traffic light,96.0,3.84
291,bus,95.0,3.8
570,car,95.0,3.8
1112,traffic light,95.0,3.8
291,bus,92.0,3.68
641,bus,92.0,3.68
571,car,92.0,3.68
115,car,91.0,3.64
291,bus,91.0,3.64
604,car,91.0,3.64
571,car,89.0,3.56
714,car,89.0,3.56
604,car,89.0,3.56
714,car,87.0,3.48
291,bus,86.0,3.44
684,truck,85.0,3.4
571,car,84.0,3.36
570,car,84.0,3.36
291,bus,83.0,3.32
459,truck,83.0,3.32
570,car,83.0,3.32
354,truck,82.0,3.28
291,bus,82.0,3.28
291,bus,82.0,3.28
291,bus,82.0,3.28
291,bus,82.0,3.28
291,bus,81.0,3.24
291,bus,81.0,3.24
684,truck,81.0,3.24
291,bus,80.0,3.2
291,bus,79.0,3.16
291,bus,79.0,3.16
714,car,79.0,3.16
115,car,79.0,3.16
115,car,79.0,3.16
291,bus,78.0,3.12
291,bus,78.0,3.12
291,bus,78.0,3.12
291,bus,78.0,3.12
459,truck,78.0,3.12
1100,traffic light,78.0,3.12
1100,traffic light,77.0,3.08
571,car,77.0,3.08
604,car,77.0,3.08
384,truck,77.0,3.08
570,car,77.0,3.08
1009,traffic light,76.0,3.04
1100,traffic light,76.0,3.04
554,car,76.0,3.04
684,truck,76.0,3.04
684,truck,75.0,3.0
1100,traffic light,74.0,2.96
641,bus,73.0,2.92
571,car,73.0,2.92
684,truck,73.0,2.92
684,truck,73.0,2.92
714,car,72.0,2.88
384,truck,72.0,2.88
714,car,72.0,2.88
571,car,72.0,2.88
604,car,72.0,2.88
604,car,72.0,2.88
604,car,71.0,2.84
649,traffic light,71.0,2.84
714,car,71.0,2.84
604,car,71.0,2.84
498,traffic light,71.0,2.84
714,car,71.0,2.84
759,traffic light,70.0,2.8
1112,traffic light,70.0,2.8
769,traffic light,70.0,2.8
115,car,69.0,2.76
1112,traffic light,69.0,2.76
459,truck,69.0,2.76
354,truck,69.0,2.76
604,car,68.0,2.72
684,truck,68.0,2.72
384,truck,68.0,2.72
384,truck,67.0,2.68
291,bus,67.0,2.68
354,truck,67.0,2.68
570,car,66.0,2.64
384,truck,66.0,2.64
604,car,66.0,2.64
649,traffic light,66.0,2.64
684,truck,66.0,2.64
1100,traffic light,66.0,2.64
200,car,65.0,2.6
1100,traffic light,65.0,2.6
714,car,65.0,2.6
384,truck,65.0,2.6
604,car,65.0,2.6
759,traffic light,64.0,2.56
384,truck,64.0,2.56
554,car,64.0,2.56
570,car,64.0,2.56
200,car,64.0,2.56
759,traffic light,64.0,2.56
200,car,64.0,2.56
291,bus,63.0,2.52
291,bus,63.0,2.52
115,car,63.0,2.52
115,car,63.0,2.52
291,bus,62.0,2.48
759,traffic light,62.0,2.48
291,bus,62.0,2.48
354,truck,61.0,2.44
649,traffic light,61.0,2.44
188,car,61.0,2.44
714,car,61.0,2.44
571,car,61.0,2.44
759,traffic light,60.0,2.4
188,car,60.0,2.4
554,car,60.0,2.4
649,traffic light,60.0,2.4
759,traffic light,59.0,2.36
459,truck,59.0,2.36
1100,traffic light,59.0,2.36
759,traffic light,59.0,2.36
110,car,57.99999999999999,2.32
737,car,57.99999999999999,2.32
291,bus,57.99999999999999,2.32
759,traffic light,57.99999999999999,2.32
571,car,57.99999999999999,2.32
649,traffic light,56.99999999999999,2.28
193,car,56.99999999999999,2.28
291,bus,56.99999999999999,2.28
200,car,56.99999999999999,2.28
291,bus,56.99999999999999,2.28
291,bus,56.99999999999999,2.28
291,bus,56.99999999999999,2.28
384,truck,56.99999999999999,2.28
570,car,56.99999999999999,2.28
291,bus,56.99999999999999,2.28
459,truck,56.99999999999999,2.28
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
459,truck,56.00000000000001,2.24
554,car,56.00000000000001,2.24
737,car,56.00000000000001,2.24
554,car,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
714,car,56.00000000000001,2.24
714,car,56.00000000000001,2.24
737,car,56.00000000000001,2.24
291,bus,56.00000000000001,2.24
200,car,55.00000000000001,2.2
737,car,55.00000000000001,2.2
115,car,55.00000000000001,2.2
115,car,55.00000000000001,2.2
354,truck,55.00000000000001,2.2
291,bus,55.00000000000001,2.2
604,car,55.00000000000001,2.2
749,person,55.00000000000001,2.2
188,car,55.00000000000001,2.2
737,car,55.00000000000001,2.2
193,car,55.00000000000001,2.2
188,car,55.00000000000001,2.2
193,car,55.00000000000001,2.2
759,traffic light,55.00000000000001,2.2
110,car,54.0,2.16
1100,traffic light,54.0,2.16
291,bus,54.0,2.16
749,person,54.0,2.16
110,car,54.0,2.16
787,car,54.0,2.16
847,car,53.0,2.12
686,car,53.0,2.12
847,car,53.0,2.12
110,car,53.0,2.12
841,car,53.0,2.12
571,car,53.0,2.12
714,car,53.0,2.12
787,car,52.0,2.08
193,car,52.0,2.08
714,car,52.0,2.08
714,car,52.0,2.08
110,car,52.0,2.08
459,truck,52.0,2.08
291,bus,52.0,2.08
714,car,52.0,2.08
566,car,52.0,2.08
110,car,52.0,2.08
217,traffic light,52.0,2.08
291,bus,52.0,2.08
188,car,52.0,2.08
571,car,51.0,2.04
1100,traffic light,51.0,2.04
632,car,51.0,2.04
754,car,51.0,2.04
291,bus,51.0,2.04
570,car,51.0,2.04
737,car,51.0,2.04
604,car,51.0,2.04
566,car,51.0,2.04
217,traffic light,51.0,2.04
566,car,51.0,2.04
554,car,50.0,2.0
671,car,50.0,2.0
632,car,50.0,2.0
291,bus,50.0,2.0
632,car,50.0,2.0
115,car,50.0,2.0
792,car,50.0,2.0
792,car,50.0,2.0
291,bus,50.0,2.0
714,car,50.0,2.0
754,car,50.0,2.0
551,car,50.0,2.0
551,car,50.0,2.0
217,traffic light,50.0,2.0
217,traffic light,49.0,1.96
200,car,49.0,1.96
291,bus,49.0,1.96
354,truck,49.0,1.96
792,car,49.0,1.96
847,car,49.0,1.96
217,traffic light,49.0,1.96
841,car,49.0,1.96
841,car,49.0,1.96
773,car,49.0,1.96
188,car,49.0,1.96
686,car,49.0,1.96
291,bus,49.0,1.96
737,car,49.0,1.96
847,car,49.0,1.96
291,bus,49.0,1.96
193,car,49.0,1.96
585,car,49.0,1.96
684,truck,48.0,1.92
291,bus,48.0,1.92
632,car,48.0,1.92
291,bus,48.0,1.92
291,bus,48.0,1.92
200,car,48.0,1.92
737,car,48.0,1.92
737,car,48.0,1.92
754,car,48.0,1.92
714,car,48.0,1.92
754,car,48.0,1.92
754,car,48.0,1.92
754,car,48.0,1.92
586,car,48.0,1.92
196,car,48.0,1.92
115,car,48.0,1.92
773,car,48.0,1.92
98,car,47.0,1.88
754,car,47.0,1.88
754,car,47.0,1.88
754,car,47.0,1.88
714,car,47.0,1.88
821,car,47.0,1.88
754,car,47.0,1.88
566,car,47.0,1.88
754,car,47.0,1.88
754,car,47.0,1.88
217,traffic light,47.0,1.88
585,car,47.0,1.88
754,car,47.0,1.88
853,car,47.0,1.88
781,car,47.0,1.88
686,car,47.0,1.88
217,traffic light,47.0,1.88
754,car,47.0,1.88
754,car,47.0,1.88
550,car,47.0,1.88
353,car,47.0,1.88
821,car,46.0,1.84
754,car,46.0,1.84
570,car,46.0,1.84
731,car,46.0,1.84
217,traffic light,46.0,1.84
408,car,46.0,1.84
818,car,46.0,1.84
642,car,46.0,1.84
550,car,46.0,1.84
753,car,46.0,1.84
200,car,46.0,1.84
105,car,46.0,1.84
217,traffic light,46.0,1.84
586,car,46.0,1.84
781,car,46.0,1.84
731,car,46.0,1.84
821,car,46.0,1.84
753,car,46.0,1.84
586,car,46.0,1.84
586,car,46.0,1.84
110,car,46.0,1.84
468,car,46.0,1.84
818,car,46.0,1.84
773,car,46.0,1.84
821,car,46.0,1.84
98,car,46.0,1.84
642,car,46.0,1.84
642,car,46.0,1.84
841,car,46.0,1.84
718,car,45.0,1.8
853,car,45.0,1.8
459,truck,45.0,1.8
777,car,45.0,1.8
98,car,45.0,1.8
787,car,45.0,1.8
686,car,45.0,1.8
671,car,45.0,1.8
754,car,45.0,1.8
609,car,45.0,1.8
613,car,45.0,1.8
731,car,45.0,1.8
632,car,45.0,1.8
196,car,45.0,1.8
754,car,45.0,1.8
714,car,45.0,1.8
781,car,45.0,1.8
585,car,45.0,1.8
491,car,45.0,1.8
754,car,45.0,1.8
491,car,45.0,1.8
841,car,45.0,1.8
753,car,45.0,1.8
613,car,45.0,1.8
810,car,45.0,1.8
196,car,45.0,1.8
737,car,45.0,1.8
408,car,45.0,1.8
737,car,45.0,1.8
353,car,45.0,1.8
847,car,45.0,1.8
737,car,45.0,1.8
586,car,45.0,1.8
853,car,45.0,1.8
586,car,45.0,1.8
566,car,44.0,1.76
551,car,44.0,1.76
521,car,44.0,1.76
217,traffic light,44.0,1.76
521,car,44.0,1.76
624,car,44.0,1.76
193,car,44.0,1.76
642,car,44.0,1.76
609,car,44.0,1.76
753,car,44.0,1.76
753,car,44.0,1.76
193,car,44.0,1.76
622,car,44.0,1.76
753,car,44.0,1.76
753,car,44.0,1.76
753,car,44.0,1.76
196,car,44.0,1.76
847,car,44.0,1.76
753,car,44.0,1.76
642,car,44.0,1.76
624,car,44.0,1.76
622,car,44.0,1.76
718,car,44.0,1.76
622,car,44.0,1.76
622,car,44.0,1.76
753,car,44.0,1.76
125,car,44.0,1.76
731,car,44.0,1.76
754,car,44.0,1.76
594,car,44.0,1.76
622,car,44.0,1.76
777,car,44.0,1.76
622,car,44.0,1.76
622,car,44.0,1.76
622,car,44.0,1.76
714,car,44.0,1.76
105,car,44.0,1.76
737,car,44.0,1.76
737,car,44.0,1.76
821,car,44.0,1.76
818,car,44.0,1.76
753,car,44.0,1.76
530,car,44.0,1.76
818,car,44.0,1.76
754,car,43.0,1.72
810,car,43.0,1.72
720,car,43.0,1.72
530,car,43.0,1.72
549,car,43.0,1.72
609,car,43.0,1.72
686,car,43.0,1.72
609,car,43.0,1.72
609,car,43.0,1.72
818,car,43.0,1.72
609,car,43.0,1.72
609,car,43.0,1.72
753,car,43.0,1.72
753,car,43.0,1.72
554,car,43.0,1.72
609,car,43.0,1.72
609,car,43.0,1.72
865,car,43.0,1.72
819,car,43.0,1.72
609,car,43.0,1.72
753,car,43.0,1.72
392,car,43.0,1.72
152,car,43.0,1.72
594,car,43.0,1.72
792,car,43.0,1.72
718,car,43.0,1.72
622,car,43.0,1.72
291,bus,43.0,1.72
609,car,43.0,1.72
291,bus,43.0,1.72
291,bus,43.0,1.72
609,car,43.0,1.72
753,car,43.0,1.72
384,truck,43.0,1.72
594,car,43.0,1.72
624,car,43.0,1.72
363,car,43.0,1.72
105,car,43.0,1.72
609,car,43.0,1.72
781,car,43.0,1.72
622,car,43.0,1.72
152,car,43.0,1.72
714,car,42.0,1.68
622,car,42.0,1.68
633,car,42.0,1.68
718,car,42.0,1.68
613,car,42.0,1.68
753,car,42.0,1.68
609,car,42.0,1.68
731,car,42.0,1.68
859,car,42.0,1.68
777,car,42.0,1.68
609,car,42.0,1.68
570,car,42.0,1.68
689,car,42.0,1.68
354,truck,42.0,1.68
689,car,42.0,1.68
686,car,42.0,1.68
671,car,42.0,1.68
818,car,42.0,1.68
754,car,42.0,1.68
549,car,42.0,1.68
630,car,42.0,1.68
753,car,42.0,1.68
622,car,42.0,1.68
749,person,42.0,1.68
720,car,42.0,1.68
609,car,42.0,1.68
609,car,42.0,1.68
498,traffic light,42.0,1.68
642,car,42.0,1.68
609,car,42.0,1.68
558,car,42.0,1.68
624,car,42.0,1.68
468,car,42.0,1.68
793,car,42.0,1.68
729,car,42.0,1.68
152,car,42.0,1.68
781,car,41.0,1.64
787,car,41.0,1.64
781,car,41.0,1.64
353,car,41.0,1.64
196,car,41.0,1.64
363,car,41.0,1.64
624,car,41.0,1.64
821,car,41.0,1.64
821,car,41.0,1.64
633,car,41.0,1.64
773,car,41.0,1.64
624,car,41.0,1.64
633,car,41.0,1.64
291,bus,41.0,1.64
188,car,41.0,1.64
624,car,41.0,1.64
571,car,41.0,1.64
624,car,41.0,1.64
731,car,41.0,1.64
718,car,41.0,1.64
622,car,41.0,1.64
622,car,41.0,1.64
821,car,41.0,1.64
754,car,41.0,1.64
826,car,41.0,1.64
841,car,41.0,1.64
835,car,41.0,1.64
753,car,41.0,1.64
753,car,41.0,1.64
200,car,41.0,1.64
729,car,41.0,1.64
841,car,41.0,1.64
720,car,41.0,1.64
530,car,41.0,1.64
105,car,41.0,1.64
853,car,41.0,1.64
586,car,41.0,1.64
835,car,41.0,1.64
731,car,41.0,1.64
787,car,41.0,1.64
686,car,41.0,1.64
686,car,41.0,1.64
372,car,41.0,1.64
353,car,40.0,1.6
686,car,40.0,1.6
352,car,40.0,1.6
821,car,40.0,1.6
624,car,40.0,1.6
792,car,40.0,1.6
853,car,40.0,1.6
624,car,40.0,1.6
818,car,40.0,1.6
551,car,40.0,1.6
729,car,40.0,1.6
729,car,40.0,1.6
613,car,40.0,1.6
521,car,40.0,1.6
622,car,40.0,1.6
622,car,40.0,1.6
622,car,40.0,1.6
720,car,40.0,1.6
844,car,40.0,1.6
847,car,40.0,1.6
841,car,40.0,1.6
720,car,40.0,1.6
720,car,40.0,1.6
586,car,40.0,1.6
609,car,40.0,1.6
853,car,40.0,1.6
624,car,40.0,1.6
759,traffic light,40.0,1.6
624,car,40.0,1.6
753,car,40.0,1.6
753,car,40.0,1.6
753,car,40.0,1.6
624,car,40.0,1.6
859,car,40.0,1.6
753,car,40.0,1.6
594,car,40.0,1.6
624,car,40.0,1.6
624,car,40.0,1.6
594,car,40.0,1.6
729,car,40.0,1.6
622,car,40.0,1.6
793,car,40.0,1.6
119,car,40.0,1.6
833,car,40.0,1.6
833,car,40.0,1.6
564,car,40.0,1.6
564,car,40.0,1.6
594,car,40.0,1.6
613,car,40.0,1.6
835,car,40.0,1.6
818,car,40.0,1.6
819,car,40.0,1.6
193,car,40.0,1.6
585,car,40.0,1.6
93,car,40.0,1.6
865,car,40.0,1.6
526,car,40.0,1.6
622,car,40.0,1.6
98,car,40.0,1.6
622,car,40.0,1.6
633,car,40.0,1.6
754,car,40.0,1.6
622,car,40.0,1.6
633,car,40.0,1.6
781,car,40.0,1.6
624,car,40.0,1.6
737,car,40.0,1.6
737,car,40.0,1.6
372,car,40.0,1.6
753,car,40.0,1.6
624,car,40.0,1.6
622,car,40.0,1.6
622,car,40.0,1.6
622,car,40.0,1.6
622,car,40.0,1.6
847,car,40.0,1.6
98,car,40.0,1.6
98,car,40.0,1.6
622,car,40.0,1.6
754,car,39.0,1.56
560,car,39.0,1.56
558,car,39.0,1.56
754,car,39.0,1.56
633,car,39.0,1.56
754,car,39.0,1.56
352,car,39.0,1.56
787,car,39.0,1.56
792,car,39.0,1.56
731,car,39.0,1.56
98,car,39.0,1.56
353,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
526,car,39.0,1.56
521,car,39.0,1.56
844,car,39.0,1.56
843,car,39.0,1.56
844,car,39.0,1.56
110,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
843,car,39.0,1.56
841,car,39.0,1.56
720,car,39.0,1.56
773,car,39.0,1.56
773,car,39.0,1.56
622,car,39.0,1.56
754,car,39.0,1.56
352,car,39.0,1.56
445,car,39.0,1.56
835,car,39.0,1.56
865,car,39.0,1.56
754,car,39.0,1.56
550,car,39.0,1.56
865,car,39.0,1.56
93,car,39.0,1.56
611,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
125,car,39.0,1.56
826,car,39.0,1.56
615,car,39.0,1.56
615,car,39.0,1.56
392,car,39.0,1.56
689,car,39.0,1.56
622,car,39.0,1.56
622,car,39.0,1.56
793,car,39.0,1.56
408,car,39.0,1.56
408,car,39.0,1.56
810,car,39.0,1.56
818,car,39.0,1.56
753,car,39.0,1.56
624,car,39.0,1.56
624,car,39.0,1.56
119,car,39.0,1.56
833,car,39.0,1.56
810,car,39.0,1.56
142,car,39.0,1.56
865,car,39.0,1.56
93,car,39.0,1.56
93,car,39.0,1.56
754,car,39.0,1.56
585,car,39.0,1.56
819,car,39.0,1.56
491,car,39.0,1.56
720,car,39.0,1.56
630,car,39.0,1.56
217,traffic light,39.0,1.56
843,car,39.0,1.56
820,car,39.0,1.56
615,car,39.0,1.56
188,car,39.0,1.56
821,car,39.0,1.56
821,car,39.0,1.56
609,car,39.0,1.56
847,car,39.0,1.56
754,car,39.0,1.56
859,car,39.0,1.56
217,traffic light,39.0,1.56
566,car,39.0,1.56
613,car,39.0,1.56
613,car,39.0,1.56
624,car,39.0,1.56
754,car,39.0,1.56
622,car,39.0,1.56
622,car,39.0,1.56
624,car,39.0,1.56
110,car,39.0,1.56
777,car,39.0,1.56
777,car,39.0,1.56
754,car,39.0,1.56
754,car,39.0,1.56
624,car,39.0,1.56
624,car,39.0,1.56
859,car,39.0,1.56
753,car,39.0,1.56
689,car,39.0,1.56
671,car,39.0,1.56
693,car,39.0,1.56
781,car,39.0,1.56
781,car,39.0,1.56
671,car,39.0,1.56
622,car,38.0,1.52
754,car,38.0,1.52
689,car,38.0,1.52
363,car,38.0,1.52
754,car,38.0,1.52
754,car,38.0,1.52
352,car,38.0,1.52
671,car,38.0,1.52
705,car,38.0,1.52
633,car,38.0,1.52
445,car,38.0,1.52
773,car,38.0,1.52
624,car,38.0,1.52
624,car,38.0,1.52
128,car,38.0,1.52
819,car,38.0,1.52
134,car,38.0,1.52
558,car,38.0,1.52
558,car,38.0,1.52
821,car,38.0,1.52
818,car,38.0,1.52
135,car,38.0,1.52
135,car,38.0,1.52
564,car,38.0,1.52
624,car,38.0,1.52
818,car,38.0,1.52
384,truck,38.0,1.52
754,car,38.0,1.52
754,car,38.0,1.52
622,car,38.0,1.52
861,car,38.0,1.52
753,car,38.0,1.52
731,car,38.0,1.52
731,car,38.0,1.52
737,car,38.0,1.52
689,car,38.0,1.52
777,car,38.0,1.52
609,car,38.0,1.52
609,car,38.0,1.52
792,car,38.0,1.52
859,car,38.0,1.52
98,car,38.0,1.52
604,car,38.0,1.52
526,car,38.0,1.52
521,car,38.0,1.52
865,car,38.0,1.52
196,car,38.0,1.52
754,car,38.0,1.52
754,car,38.0,1.52
865,car,38.0,1.52
93,car,38.0,1.52
93,car,38.0,1.52
776,car,38.0,1.52
777,car,38.0,1.52
754,car,38.0,1.52
793,car,38.0,1.52
793,car,38.0,1.52
793,car,38.0,1.52
810,car,38.0,1.52
820,car,38.0,1.52
142,car,38.0,1.52
810,car,38.0,1.52
128,car,38.0,1.52
128,car,38.0,1.52
459,truck,38.0,1.52
622,car,38.0,1.52
642,car,38.0,1.52
642,car,38.0,1.52
624,car,38.0,1.52
810,car,38.0,1.52
585,car,38.0,1.52
776,car,38.0,1.52
609,car,38.0,1.52
125,car,38.0,1.52
826,car,38.0,1.52
615,car,38.0,1.52
615,car,38.0,1.52
615,car,38.0,1.52
615,car,38.0,1.52
492,car,38.0,1.52
615,car,38.0,1.52
392,car,38.0,1.52
689,car,38.0,1.52
841,car,38.0,1.52
611,car,38.0,1.52
753,car,38.0,1.52
844,car,38.0,1.52
630,car,38.0,1.52
630,car,38.0,1.52
521,car,38.0,1.52
530,car,38.0,1.52
530,car,38.0,1.52
630,car,38.0,1.52
843,car,38.0,1.52
550,car,38.0,1.52
844,car,38.0,1.52
632,car,38.0,1.52
193,car,38.0,1.52
833,car,38.0,1.52
835,car,38.0,1.52
624,car,38.0,1.52
125,car,38.0,1.52
632,car,38.0,1.52
492,car,38.0,1.52
119,car,38.0,1.52
718,car,38.0,1.52
586,car,38.0,1.52
613,car,38.0,1.52
642,car,38.0,1.52
754,car,38.0,1.52
624,car,38.0,1.52
566,car,38.0,1.52
746,car,38.0,1.52
746,car,38.0,1.52
746,car,38.0,1.52
642,car,38.0,1.52
843,car,38.0,1.52
613,car,38.0,1.52
790,car,38.0,1.52
720,car,38.0,1.52
491,car,38.0,1.52
820,car,38.0,1.52
689,car,38.0,1.52
689,car,38.0,1.52
746,car,38.0,1.52
200,car,38.0,1.52
754,car,38.0,1.52
686,car,38.0,1.52
693,car,38.0,1.52
782,car,38.0,1.52
609,car,38.0,1.52
353,car,38.0,1.52
609,car,38.0,1.52
609,car,38.0,1.52
609,car,38.0,1.52
365,car,38.0,1.52
363,car,38.0,1.52
363,car,38.0,1.52
787,car,38.0,1.52
372,car,38.0,1.52
363,car,38.0,1.52
609,car,38.0,1.52
609,car,38.0,1.52
150,car,38.0,1.52
847,car,38.0,1.52
847,car,38.0,1.52
549,car,38.0,1.52
549,car,38.0,1.52
549,car,38.0,1.52
737,car,38.0,1.52
857,car,38.0,1.52
853,car,38.0,1.52
624,car,38.0,1.52
624,car,38.0,1.52
624,car,38.0,1.52
624,car,38.0,1.52
375,car,37.0,1.48
624,car,37.0,1.48
624,car,37.0,1.48
624,car,37.0,1.48
737,car,37.0,1.48
96,car,37.0,1.48
857,car,37.0,1.48
95,car,37.0,1.48
847,car,37.0,1.48
853,car,37.0,1.48
624,car,37.0,1.48
551,car,37.0,1.48
624,car,37.0,1.48
150,car,37.0,1.48
624,car,37.0,1.48
624,car,37.0,1.48
150,car,37.0,1.48
372,car,37.0,1.48
372,car,37.0,1.48
365,car,37.0,1.48
781,car,37.0,1.48
609,car,37.0,1.48
609,car,37.0,1.48
689,car,37.0,1.48
647,car,37.0,1.48
693,car,37.0,1.48
375,car,37.0,1.48
200,car,37.0,1.48
753,car,37.0,1.48
753,car,37.0,1.48
372,car,37.0,1.48
671,car,37.0,1.48
646,car,37.0,1.48
790,car,37.0,1.48
790,car,37.0,1.48
820,car,37.0,1.48
790,car,37.0,1.48
790,car,37.0,1.48
145,car,37.0,1.48
717,car,37.0,1.48
491,car,37.0,1.48
754,car,37.0,1.48
720,car,37.0,1.48
720,car,37.0,1.48
550,car,37.0,1.48
630,car,37.0,1.48
630,car,37.0,1.48
611,car,37.0,1.48
566,car,37.0,1.48
746,car,37.0,1.48
622,car,37.0,1.48
695,car,37.0,1.48
695,car,37.0,1.48
746,car,37.0,1.48
746,car,37.0,1.48
622,car,37.0,1.48
622,car,37.0,1.48
777,car,37.0,1.48
586,car,37.0,1.48
810,car,37.0,1.48
810,car,37.0,1.48
613,car,37.0,1.48
632,car,37.0,1.48
717,car,37.0,1.48
632,car,37.0,1.48
119,car,37.0,1.48
119,car,37.0,1.48
119,car,37.0,1.48
105,car,37.0,1.48
526,car,37.0,1.48
624,car,37.0,1.48
729,car,37.0,1.48
729,car,37.0,1.48
841,car,37.0,1.48
861,car,37.0,1.48
753,car,37.0,1.48
611,car,37.0,1.48
729,car,37.0,1.48
401,car,37.0,1.48
754,car,37.0,1.48
793,car,37.0,1.48
392,car,37.0,1.48
392,car,37.0,1.48
419,car,37.0,1.48
145,car,37.0,1.48
468,car,37.0,1.48
718,car,37.0,1.48
718,car,37.0,1.48
718,car,37.0,1.48
718,car,37.0,1.48
615,car,37.0,1.48
468,car,37.0,1.48
468,car,37.0,1.48
615,car,37.0,1.48
615,car,37.0,1.48
615,car,37.0,1.48
615,car,37.0,1.48
826,car,37.0,1.48
828,car,37.0,1.48
826,car,37.0,1.48
125,car,37.0,1.48
424,car,37.0,1.48
776,car,37.0,1.48
701,car,37.0,1.48
634,car,37.0,1.48
419,car,37.0,1.48
701,car,37.0,1.48
424,car,37.0,1.48
424,car,37.0,1.48
701,car,37.0,1.48
701,car,37.0,1.48
701,car,37.0,1.48
142,car,37.0,1.48
695,car,37.0,1.48
642,car,37.0,1.48
408,car,37.0,1.48
622,car,37.0,1.48
705,car,37.0,1.48
633,car,37.0,1.48
188,car,37.0,1.48
560,car,37.0,1.48
594,car,37.0,1.48
560,car,37.0,1.48
134,car,37.0,1.48
748,car,37.0,1.48
746,car,37.0,1.48
777,car,37.0,1.48
777,car,37.0,1.48
152,car,37.0,1.48
152,car,37.0,1.48
93,car,37.0,1.48
93,car,37.0,1.48
630,car,37.0,1.48
630,car,37.0,1.48
630,car,37.0,1.48
865,car,37.0,1.48
196,car,37.0,1.48
729,car,37.0,1.48
596,car,37.0,1.48
754,car,37.0,1.48
754,car,37.0,1.48
781,car,37.0,1.48
859,car,37.0,1.48
731,car,37.0,1.48
731,car,37.0,1.48
731,car,37.0,1.48
737,car,37.0,1.48
861,car,37.0,1.48
731,car,37.0,1.48
731,car,37.0,1.48
102,car,37.0,1.48
102,car,37.0,1.48
102,car,37.0,1.48
622,car,37.0,1.48
624,car,37.0,1.48
622,car,37.0,1.48
622,car,37.0,1.48
624,car,37.0,1.48
564,car,37.0,1.48
819,car,37.0,1.48
135,car,37.0,1.48
